S2_L_ 100	0.80898072412963595	153
S2_L_ 1000	0.27100587236696627	239
S2_L_ 10000	0.11556947448278583	345
S2_L_ 100000	0.083751361901888366	454
S2_L_ 1000000	0.033506697082045643	507
S2_L_ 10000000	0.026321669754369094	723
===============================================
S2_G_ 100	0.79934998134672963	102
S2_G_ 1000	0.56383775072682529	310
S2_G_ 10000	0.50234233702295128	2760
S2_G_ 100000	0.27649833573431309	26384
S2_G_ 1000000	0.23844246169695182	291069
S2_G_ 10000000	0.11778615247764351	954698
===============================================
H_G_MQ_ 100	0.73437185147799677	82
H_G_MQ_ 1000	0.22545506961167255	747
H_G_MQ_ 10000	0.030786954657459006	399438
===============================================
H_L_MQ_ 100	0.77090788114771602	614
H_L_MQ_ 1000	0.27633319134151574	660
H_L_MQ_ 10000	0.044881268322952646	846
H_L_MQ_ 100000	0.022452259535034533	852
H_L_MQ_ 1000000	0.0047128447954950222	1375
===============================================
H_G_RE 100	0.81118695717524292	64
H_G_RE 1000	0.25863092562794643	901
H_G_RE 10000	0.090514819234286614	384732
===============================================
H_L_RE 100	0.69292953099871457	630
H_L_RE 1000	0.18815705255646534	708
H_L_RE 10000	0.032696981891529406	868
H_L_RE 100000	0.018169823925571562	881
H_L_RE 1000000	0.0036110103639239561	1371
H_L_RE 10000000	0.0069321568852595368	5422
************************************************************************************************
************************************************************************************************
************************************************************************************************
************************************************************************************************
H_G_MQ_ 1000	0.43359835397787494	739
H_G_MQ_ 1000	0.22545506961167255	737
H_G_MQ_ 1000	0.2206043280101041	791
H_G_MQ_ 1000	0.75959385103354748	736
H_G_MQ_ 1000	1.2424602663323761	789
H_G_MQ_ 1000	1.2436082452435404	811
H_G_MQ_ 1000	1.3783895812524305	733
H_G_MQ_ 1000	1.2869589716635439	756
H_G_MQ_ 1000	1.2297938275295086	841
H_G_MQ_ 1000	1.2933741615987073	730
H_G_MQ_ 1000	1.3234841688150794	798
===============================================
H_L_MQ_ 10000	0.044881268322952646	819
H_L_MQ_ 10000	0.044881268322952646	770
H_L_MQ_ 10000	0.044881268322952646	826
H_L_MQ_ 10000	0.044881268322952646	834
H_L_MQ_ 10000	0.044881268322952646	756
H_L_MQ_ 10000	0.044881268322952646	860
H_L_MQ_ 10000	0.044881268322952646	860
H_L_MQ_ 10000	0.044881268322952646	753
H_L_MQ_ 10000	0.044881268322952646	841
H_L_MQ_ 10000	0.044881268322952646	860
H_L_MQ_ 10000	0.044881268322952646	756
===============================================
H_G_RE 1000	1.0412145865722748	864
H_G_RE 1000	0.25863092562794643	959
H_G_RE 1000	0.64626361927200893	829
H_G_RE 1000	1.1125241981990481	855
H_G_RE 1000	1.0611221356167455	913
H_G_RE 1000	1.3159117980981496	823
H_G_RE 1000	1.3910503570600063	937
H_G_RE 1000	1.3940716971401188	913
H_G_RE 1000	1.3268915464714564	853
H_G_RE 1000	1.2815680195375723	890
H_G_RE 1000	1.3419609186913701	960
===============================================
H_L_RE 10000	0.032696981891529406	827
H_L_RE 10000	0.032696981891529406	825
H_L_RE 10000	0.032696981891529406	864
H_L_RE 10000	0.032696981891529406	826
H_L_RE 10000	0.032696981891529406	969
H_L_RE 10000	0.032696981891529406	926
H_L_RE 10000	0.032696981891529406	825
H_L_RE 10000	0.032696981891529406	953
H_L_RE 10000	0.032696981891529406	936
H_L_RE 10000	0.032696981891529406	824
H_L_RE 10000	0.032696981891529406	802
************************************************************************************************
************************************************************************************************
************************************************************************************************
************************************************************************************************
S2_L_ 3	0.096114862536964732	214
S2_L_ 6	0.10601525124151441	228
S2_L_ 9	0.11337500028566591	325
S2_L_ 12	0.11953450107780746	437
S2_L_ 15	0.1252570671550971	540
S2_L_ 18	0.13025770637662351	604
S2_L_ 21	0.13474773047543617	751
S2_L_ 24	0.13885372677622049	881
S2_L_ 27	0.14242634439490265	1052
S2_L_ 30	0.14558428083146063	1193
S2_L_ 33	0.14836386861915843	1381
S2_L_ 36	0.15005199284455689	1799
S2_L_ 39	0.15177805540509609	1905
===============================================
H_L_MQ_ 3	0.10138771145166402	275
H_L_MQ_ 6	0.073674123567117264	497
H_L_MQ_ 9	0.051072256974087772	725
H_L_MQ_ 12	0.033970225814586315	1101
H_L_MQ_ 15	0.027297857325977736	1793
H_L_MQ_ 18	0.024185029447318724	1840
H_L_MQ_ 21	0.023079706935058036	2262
H_L_MQ_ 24	0.023316709050524121	2859
H_L_MQ_ 27	0.024096730402892227	3379
H_L_MQ_ 30	0.025129452845836633	4258
H_L_MQ_ 33	0.025986803525746591	5205
H_L_MQ_ 36	0.026492546932141127	6011
H_L_MQ_ 39	0.02714304850253281	6970
===============================================
H_L_RE 3	0.051570736005142781	251
H_L_RE 6	0.053637915925823114	457
H_L_RE 9	0.032671990105634693	770
H_L_RE 12	0.035437679834953467	1084
H_L_RE 15	0.042342510994948235	1383
H_L_RE 18	0.040449237731646881	1983
H_L_RE 21	0.045078025399888207	2280
H_L_RE 24	0.047191134659979865	2925
H_L_RE 27	0.048405113351431869	3752
H_L_RE 30	0.05271453830904646	4630
H_L_RE 33	0.053577455052130213	5286
H_L_RE 36	0.052156723603029441	6430
H_L_RE 39	0.050314539519475454	7528
